customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
LVZL-B06DA,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,49.54,108.22,No
NFVZ-6C965,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.34,124.01,No
NKQD-7BD49,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,44.95,0.2,Yes
HUJR-6499A,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,53.03,67.45,Yes
URWL-8792D,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.38,887.81,No
NOWM-79F42,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.6,432.7,No
CTAS-EA2A7,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.0,153.68,Yes
AFTO-7C8F0,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.82,3129.02,Yes
HEKX-65163,Female,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.93,3038.94,Yes
EDQS-B0E88,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.68,6.41,Yes
WHNB-74292,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.69,273.03,No
ZGCL-6AA99,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.4,64.89,No
UQDM-B4D75,Female,1,No,No,60,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),65.3,3881.25,No
JQSG-217EF,Male,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.56,18.57,Yes
ONNG-6E931,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.94,1103.68,No
TXCJ-D4266,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.8,1281.37,No
MZZP-14206,Female,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.3,203.31,No
AOHS-8F72E,Female,1,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.23,2507.04,No
ITUY-A867C,Male,0,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.59,488.71,No
OBJX-37D4A,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,51.06,2409.45,No
UIXL-43493,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,810.68,No
JSWR-8B64B,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,52.73,2528.98,No
DXLV-17658,Male,0,No,No,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.44,645.09,No
RYVG-F770A,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,55.64,3769.22,No
XHWC-F470E,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.81,531.89,No
NZJB-A2902,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.23,1393.01,No
QRDE-D03F8,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.81,2751.62,No
AXIS-A5586,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,40.92,40.92,Yes
ESRP-B8EEF,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.37,3284.82,No
CCMS-3108F,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.12,170.03,Yes
MTBF-A603C,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,63.9,19.92,No
RVJY-E53F5,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.87,118.81,No
MYGX-24673,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,50.83,448.61,Yes
WRRT-AAABE,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),52.74,3279.43,No
FNEE-F7BB0,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.43,945.85,No
MEIE-A274F,Male,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.21,2768.44,No
UJHS-A811A,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,42.2,2927.27,No
MVAE-CFB00,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.21,395.53,Yes
WMMZ-34AE5,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,44.27,44.27,No
DBAJ-873AE,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,175.96,Yes
GROR-0ABAD,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,46.81,1332.38,Yes
TZRL-DB895,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.16,2740.16,No
PMDL-F5A64,Male,0,Yes,No,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.61,3618.66,No
KYCR-D2CA5,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,32.48,254.48,No
EYFY-AD40A,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.16,2114.52,Yes
JOLI-B8AAA,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.61,121.11,No
ITFY-C82E8,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.09,275.16,Yes
VAIH-D7192,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.73,3306.37,No
LZLL-07FFF,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.04,795.14,No
JBGF-1B8B3,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.98,82.98,No
SBSV-45698,Female,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,42.24,1690.6,No
CJNP-AA785,Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.54,2643.05,Yes
HILC-31672,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),33.41,33.41,No
DNFW-27C17,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.31,1905.87,No
MOXP-6694A,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.41,640.4,No
JBNG-5524E,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.19,313.51,No
ITKB-DE32E,Female,1,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.93,3225.35,Yes
CXEW-E331C,Female,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.96,3456.74,No
JQPN-35816,Female,1,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.52,106.03,Yes
SKKV-8B0EC,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.53,1296.93,No
VRNN-97B5C,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.77,48.77,No
IMBX-A30D0,Male,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,66.23,834.44,No
MASF-695A8,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),55.5,358.57,Yes
KIKI-9C90D,Male,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),48.62,690.27,Yes
UVBV-7DCE1,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,24.85,188.53,No
OSPV-B03A5,Female,1,No,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,62.29,347.32,Yes
JXCN-40567,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,1172.21,No
ESJO-89847,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.16,2969.27,No
NASL-4046D,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),57.75,2035.53,No
QKDH-E2A83,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),59.32,301.24,No
WKRC-F04EA,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.69,319.8,No
RIUY-93E0E,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.63,1291.4,No
ABBE-B615F,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.47,620.67,No
NSGN-CA09C,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.8,1375.36,No
DKQA-BD871,Male,1,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.44,2005.2,Yes
SYWO-04401,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.09,249.93,Yes
OCBY-9C359,Male,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,70.2,448.0,Yes
RJXS-310DD,Female,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,863.01,No
MSWE-F772A,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.48,1383.95,No
PAQD-49C27,Female,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.8,1201.44,No
HSVQ-C794F,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.08,447.6,No
FXTZ-A542F,Male,1,No,Yes,0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),43.76,43.76,No
CVSD-E2281,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.8,179.79,No
CQZB-A9127,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.55,2507.44,No
SFLM-B3BD9,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,96.24,Yes
SEXH-3867C,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.23,120.52,Yes
NJUJ-FF7CB,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.97,131.29,Yes
WLKH-99747,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,71.5,4744.88,No
NDRV-56196,Female,0,No,No,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,53.21,3496.0,No
WXUF-37907,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.07,41.65,Yes
CGJB-4AFC4,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.84,288.51,Yes
YLJW-6B25F,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.8,91.47,No
GWMY-6763D,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.09,1730.58,No
ONJU-531D1,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),66.3,3354.61,No
VJAY-BB8C2,Male,1,No,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.6,3564.33,No
GOTP-6A086,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,20.96,No
MDXW-FDA41,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,60.89,1859.88,No
PYJZ-24A7C,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.81,953.8,Yes
IUHD-98906,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.19,3311.17,No
CUCY-09515,Male,1,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.84,3853.21,No
BSWI-727F8,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,39.14,282.41,No
WUDB-5F20F,Male,1,Yes,Yes,47,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.76,2208.28,Yes
FJUC-2B0B8,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.54,2339.85,No
GPIY-6B4D4,Female,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.8,242.63,No
NUYT-AB6A9,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),36.57,1357.1,No
NIJD-B0142,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.38,623.22,No
TDLT-9957C,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.92,1295.19,Yes
MSVG-1762C,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.2,994.42,No
QRSL-83BFD,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,827.29,Yes
KBWO-C4DD0,Male,0,No,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.94,594.57,Yes
OMRG-14847,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.6,1782.55,No
KSKD-A34B4,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.83,672.41,No
BJKR-B0CB2,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.28,1568.31,No
ITOI-CA80A,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.48,500.45,Yes
EXEA-655E4,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.5,1270.98,No
VEQD-3257D,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.67,1886.84,No
TSMH-42AC8,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.02,1898.5,No
OJZX-6C514,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,62.01,1507.78,No
VMWI-71C41,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),32.01,147.42,No
FRVY-397BA,Male,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,46.57,2021.98,No
BDPN-ED096,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.36,1446.42,No
MBVE-FED16,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,45.69,2010.07,No
APWN-04265,Male,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,79.64,1257.47,Yes
VFHG-E4FA4,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.55,734.43,Yes
PDXY-426CA,Female,1,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.35,713.73,Yes
BAGT-4E4EE,Male,1,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.99,2279.25,No
SEBE-ABFF4,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,57.91,3217.45,No
KUUI-01D5B,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.51,238.47,No
UXMQ-3FE65,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,30.77,1877.88,No
TKSC-4CE0C,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.44,2768.35,No
BWGJ-BD65F,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.3,1160.81,No
ZNAZ-981FB,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),51.6,146.23,No
FJIW-7DB56,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.66,232.54,No
VMRD-695D3,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,50.86,1934.41,No
WBLN-48E78,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.46,174.36,No
YYAS-DFC1C,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.8,3357.03,No
VNAE-4D2B2,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.11,548.02,No
VAGC-8C68A,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.79,178.86,Yes
LTHE-22000,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.63,1089.29,No
EQGP-1C57A,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),65.91,3493.42,No
ZUKI-515C4,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.0,923.68,No
KBGB-74F95,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,41.89,355.28,Yes
NYEG-8182D,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),31.59,1244.96,No
UBNF-98F28,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,34.88,34.88,Yes
ZDGS-13F90,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.28,562.25,No
WNMZ-56932,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.08,535.86,No
DHCN-F4002,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.69,776.87,Yes
PMKT-69F21,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.02,3269.56,Yes
FEVW-82DE6,Female,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.99,23.16,No
RPNJ-445CD,Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.96,2853.53,No
CBMT-8DBB8,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),63.92,4409.54,No
BETI-B50AE,Female,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.41,3507.89,Yes
LDKY-51C30,Male,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,48.78,3289.86,No
RIDB-2205D,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.89,279.34,No
KAWQ-F9780,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.74,204.74,Yes
JLHV-F7C3E,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,62.07,2238.32,No
STPV-8FA73,Female,0,No,Yes,30,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),69.61,2064.15,Yes
XBBA-13747,Female,1,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,51.48,253.56,No
LLBN-480DB,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.77,3565.63,No
IJIZ-B7A1D,Male,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.75,3039.1,No
PISA-7FC09,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.8,829.43,No
RNIR-6FDE6,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),65.5,3095.48,No
RDTT-C074E,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.58,2504.29,No
NPLC-996A6,Female,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.35,270.89,No
RJUX-70AFB,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,62.9,3266.31,No
JOJU-BA629,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.78,20.78,No
IXBW-C8FB0,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.34,97.76,No
KVUE-2E0F8,Male,0,No,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.03,1820.93,No
UFIS-2190F,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.62,1200.3,No
RSNQ-F03B1,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.12,163.9,Yes
GABL-A1FCA,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.65,266.61,Yes
BNXG-89BE2,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.09,492.72,No
